id,label
./datasets/CUB_200_2011/CUB_200_2011/images/060.Glaucous_winged_Gull/Glaucous_Winged_Gull_0086_44268.jpg,59
./datasets/CUB_200_2011/CUB_200_2011/images/177.Prothonotary_Warbler/Prothonotary_Warbler_0055_173419.jpg,176
./datasets/CUB_200_2011/CUB_200_2011/images/118.House_Sparrow/House_Sparrow_0008_111204.jpg,117
./datasets/CUB_200_2011/CUB_200_2011/images/087.Mallard/Mallard_0005_76026.jpg,86
./datasets/CUB_200_2011/CUB_200_2011/images/118.House_Sparrow/House_Sparrow_0079_113288.jpg,117
./datasets/CUB_200_2011/CUB_200_2011/images/064.Ring_billed_Gull/Ring_Billed_Gull_0092_51521.jpg,63
./datasets/CUB_200_2011/CUB_200_2011/images/165.Chestnut_sided_Warbler/Chestnut_Sided_Warbler_0006_163858.jpg,164
./datasets/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0105_36542.jpg,52
./datasets/CUB_200_2011/CUB_200_2011/images/016.Painted_Bunting/Painted_Bunting_0081_15230.jpg,15
./datasets/CUB_200_2011/CUB_200_2011/images/172.Nashville_Warbler/Nashville_Warbler_0050_167475.jpg,171
./datasets/CUB_200_2011/CUB_200_2011/images/123.Henslow_Sparrow/Henslow_Sparrow_0039_796589.jpg,122
./datasets/CUB_200_2011/CUB_200_2011/images/136.Barn_Swallow/Barn_Swallow_0064_132688.jpg,135
./datasets/CUB_200_2011/CUB_200_2011/images/106.Horned_Puffin/Horned_Puffin_0024_100620.jpg,105
./datasets/CUB_200_2011/CUB_200_2011/images/167.Hooded_Warbler/Hooded_Warbler_0035_165040.jpg,166
./datasets/CUB_200_2011/CUB_200_2011/images/177.Prothonotary_Warbler/Prothonotary_Warbler_0117_174622.jpg,176
./datasets/CUB_200_2011/CUB_200_2011/images/071.Long_tailed_Jaeger/Long_Tailed_Jaeger_0009_797070.jpg,70
./datasets/CUB_200_2011/CUB_200_2011/images/147.Least_Tern/Least_Tern_0107_154015.jpg,146
./datasets/CUB_200_2011/CUB_200_2011/images/108.White_necked_Raven/White_Necked_Raven_0056_797373.jpg,107
./datasets/CUB_200_2011/CUB_200_2011/images/160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0060_161644.jpg,159
./datasets/CUB_200_2011/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0087_84898.jpg,92
./datasets/CUB_200_2011/CUB_200_2011/images/008.Rhinoceros_Auklet/Rhinoceros_Auklet_0019_797513.jpg,7
./datasets/CUB_200_2011/CUB_200_2011/images/010.Red_winged_Blackbird/Red_Winged_Blackbird_0059_4612.jpg,9
./datasets/CUB_200_2011/CUB_200_2011/images/073.Blue_Jay/Blue_Jay_0002_62657.jpg,72
./datasets/CUB_200_2011/CUB_200_2011/images/181.Worm_eating_Warbler/Worm_Eating_Warbler_0053_176079.jpg,180
./datasets/CUB_200_2011/CUB_200_2011/images/110.Geococcyx/Geococcyx_0112_104548.jpg,109
./datasets/CUB_200_2011/CUB_200_2011/images/129.Song_Sparrow/Song_Sparrow_0055_121158.jpg,128
./datasets/CUB_200_2011/CUB_200_2011/images/147.Least_Tern/Least_Tern_0046_153006.jpg,146
./datasets/CUB_200_2011/CUB_200_2011/images/103.Sayornis/Sayornis_0007_99117.jpg,102
./datasets/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0004_36130.jpg,52
./datasets/CUB_200_2011/CUB_200_2011/images/168.Kentucky_Warbler/Kentucky_Warbler_0040_795868.jpg,167
./datasets/CUB_200_2011/CUB_200_2011/images/053.Western_Grebe/Western_Grebe_0022_36148.jpg,52
./datasets/CUB_200_2011/CUB_200_2011/images/157.Yellow_throated_Vireo/Yellow_Throated_Vireo_0010_795000.jpg,156
./datasets/CUB_200_2011/CUB_200_2011/images/127.Savannah_Sparrow/Savannah_Sparrow_0117_119917.jpg,126
./datasets/CUB_200_2011/CUB_200_2011/images/067.Anna_Hummingbird/Anna_Hummingbird_0055_56396.jpg,66
./datasets/CUB_200_2011/CUB_200_2011/images/182.Yellow_Warbler/Yellow_Warbler_0123_176471.jpg,181
./datasets/CUB_200_2011/CUB_200_2011/images/089.Hooded_Merganser/Hooded_Merganser_0023_796784.jpg,88
./datasets/CUB_200_2011/CUB_200_2011/images/055.Evening_Grosbeak/Evening_Grosbeak_0063_37409.jpg,54
./datasets/CUB_200_2011/CUB_200_2011/images/063.Ivory_Gull/Ivory_Gull_0110_49408.jpg,62
./datasets/CUB_200_2011/CUB_200_2011/images/113.Baird_Sparrow/Baird_Sparrow_0007_794563.jpg,112
./datasets/CUB_200_2011/CUB_200_2011/images/091.Mockingbird/Mockingbird_0048_80441.jpg,90
./datasets/CUB_200_2011/CUB_200_2011/images/139.Scarlet_Tanager/Scarlet_Tanager_0014_138298.jpg,138
./datasets/CUB_200_2011/CUB_200_2011/images/181.Worm_eating_Warbler/Worm_Eating_Warbler_0054_176130.jpg,180
./datasets/CUB_200_2011/CUB_200_2011/images/161.Blue_winged_Warbler/Blue_Winged_Warbler_0086_162027.jpg,160
./datasets/CUB_200_2011/CUB_200_2011/images/138.Tree_Swallow/Tree_Swallow_0074_135219.jpg,137
./datasets/CUB_200_2011/CUB_200_2011/images/113.Baird_Sparrow/Baird_Sparrow_0027_794590.jpg,112
./datasets/CUB_200_2011/CUB_200_2011/images/121.Grasshopper_Sparrow/Grasshopper_Sparrow_0109_115750.jpg,120
./datasets/CUB_200_2011/CUB_200_2011/images/188.Pileated_Woodpecker/Pileated_Woodpecker_0028_180258.jpg,187
./datasets/CUB_200_2011/CUB_200_2011/images/154.Red_eyed_Vireo/Red_Eyed_Vireo_0046_157265.jpg,153
./datasets/CUB_200_2011/CUB_200_2011/images/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0048_796163.jpg,186
./datasets/CUB_200_2011/CUB_200_2011/images/014.Indigo_Bunting/Indigo_Bunting_0049_13641.jpg,13
./datasets/CUB_200_2011/CUB_200_2011/images/041.Scissor_tailed_Flycatcher/Scissor_Tailed_Flycatcher_0035_42025.jpg,40
./datasets/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0082_36991.jpg,53
./datasets/CUB_200_2011/CUB_200_2011/images/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0038_26912.jpg,32
./datasets/CUB_200_2011/CUB_200_2011/images/098.Scott_Oriole/Scott_Oriole_0017_795832.jpg,97
./datasets/CUB_200_2011/CUB_200_2011/images/193.Bewick_Wren/Bewick_Wren_0107_184908.jpg,192
./datasets/CUB_200_2011/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0005_797453.jpg,150
./datasets/CUB_200_2011/CUB_200_2011/images/144.Common_Tern/Common_Tern_0079_148844.jpg,143
./datasets/CUB_200_2011/CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0031_100.jpg,0
./datasets/CUB_200_2011/CUB_200_2011/images/079.Belted_Kingfisher/Belted_Kingfisher_0015_70638.jpg,78
./datasets/CUB_200_2011/CUB_200_2011/images/151.Black_capped_Vireo/Black_Capped_Vireo_0018_155868.jpg,150
./datasets/CUB_200_2011/CUB_200_2011/images/143.Caspian_Tern/Caspian_Tern_0006_145594.jpg,142
./datasets/CUB_200_2011/CUB_200_2011/images/077.Tropical_Kingbird/Tropical_Kingbird_0114_69700.jpg,76
./datasets/CUB_200_2011/CUB_200_2011/images/125.Lincoln_Sparrow/Lincoln_Sparrow_0092_117294.jpg,124
./datasets/CUB_200_2011/CUB_200_2011/images/188.Pileated_Woodpecker/Pileated_Woodpecker_0034_180419.jpg,187
./datasets/CUB_200_2011/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0126_155199.jpg,148
./datasets/CUB_200_2011/CUB_200_2011/images/042.Vermilion_Flycatcher/Vermilion_Flycatcher_0069_42502.jpg,41
./datasets/CUB_200_2011/CUB_200_2011/images/017.Cardinal/Cardinal_0095_18108.jpg,16
./datasets/CUB_200_2011/CUB_200_2011/images/178.Swainson_Warbler/Swainson_Warbler_0003_794866.jpg,177
./datasets/CUB_200_2011/CUB_200_2011/images/058.Pigeon_Guillemot/Pigeon_Guillemot_0042_40281.jpg,57
./datasets/CUB_200_2011/CUB_200_2011/images/028.Brown_Creeper/Brown_Creeper_0088_24731.jpg,27
./datasets/CUB_200_2011/CUB_200_2011/images/044.Frigatebird/Frigatebird_0068_42795.jpg,43
./datasets/CUB_200_2011/CUB_200_2011/images/063.Ivory_Gull/Ivory_Gull_0037_49068.jpg,62
./datasets/CUB_200_2011/CUB_200_2011/images/093.Clark_Nutcracker/Clark_Nutcracker_0096_84996.jpg,92
./datasets/CUB_200_2011/CUB_200_2011/images/163.Cape_May_Warbler/Cape_May_Warbler_0101_163169.jpg,162
./datasets/CUB_200_2011/CUB_200_2011/images/192.Downy_Woodpecker/Downy_Woodpecker_0080_184240.jpg,191
./datasets/CUB_200_2011/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0003_155479.jpg,149
./datasets/CUB_200_2011/CUB_200_2011/images/036.Northern_Flicker/Northern_Flicker_0051_28650.jpg,35
./datasets/CUB_200_2011/CUB_200_2011/images/173.Orange_crowned_Warbler/Orange_Crowned_Warbler_0067_167588.jpg,172
./datasets/CUB_200_2011/CUB_200_2011/images/187.American_Three_toed_Woodpecker/American_Three_Toed_Woodpecker_0001_179912.jpg,186
./datasets/CUB_200_2011/CUB_200_2011/images/018.Spotted_Catbird/Spotted_Catbird_0041_796807.jpg,17
./datasets/CUB_200_2011/CUB_200_2011/images/154.Red_eyed_Vireo/Red_Eyed_Vireo_0073_156944.jpg,153
./datasets/CUB_200_2011/CUB_200_2011/images/090.Red_breasted_Merganser/Red_Breasted_Merganser_0062_79548.jpg,89
./datasets/CUB_200_2011/CUB_200_2011/images/106.Horned_Puffin/Horned_Puffin_0030_100725.jpg,105
./datasets/CUB_200_2011/CUB_200_2011/images/051.Horned_Grebe/Horned_Grebe_0046_34926.jpg,50
./datasets/CUB_200_2011/CUB_200_2011/images/119.Field_Sparrow/Field_Sparrow_0107_113659.jpg,118
./datasets/CUB_200_2011/CUB_200_2011/images/142.Black_Tern/Black_Tern_0010_144341.jpg,141
./datasets/CUB_200_2011/CUB_200_2011/images/052.Pied_billed_Grebe/Pied_Billed_Grebe_0070_35472.jpg,51
./datasets/CUB_200_2011/CUB_200_2011/images/046.Gadwall/Gadwall_0095_30911.jpg,45
./datasets/CUB_200_2011/CUB_200_2011/images/081.Pied_Kingfisher/Pied_Kingfisher_0067_71641.jpg,80
./datasets/CUB_200_2011/CUB_200_2011/images/149.Brown_Thrasher/Brown_Thrasher_0012_155121.jpg,148
./datasets/CUB_200_2011/CUB_200_2011/images/200.Common_Yellowthroat/Common_Yellowthroat_0039_190513.jpg,199
./datasets/CUB_200_2011/CUB_200_2011/images/183.Northern_Waterthrush/Northern_Waterthrush_0016_177345.jpg,182
./datasets/CUB_200_2011/CUB_200_2011/images/194.Cactus_Wren/Cactus_Wren_0063_185589.jpg,193
./datasets/CUB_200_2011/CUB_200_2011/images/076.Dark_eyed_Junco/Dark_Eyed_Junco_0012_66932.jpg,75
./datasets/CUB_200_2011/CUB_200_2011/images/192.Downy_Woodpecker/Downy_Woodpecker_0001_184484.jpg,191
./datasets/CUB_200_2011/CUB_200_2011/images/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0053_795241.jpg,183
./datasets/CUB_200_2011/CUB_200_2011/images/143.Caspian_Tern/Caspian_Tern_0041_144964.jpg,142
./datasets/CUB_200_2011/CUB_200_2011/images/162.Canada_Warbler/Canada_Warbler_0114_162396.jpg,161
./datasets/CUB_200_2011/CUB_200_2011/images/017.Cardinal/Cardinal_0041_17189.jpg,16
./datasets/CUB_200_2011/CUB_200_2011/images/066.Western_Gull/Western_Gull_0143_54909.jpg,65
./datasets/CUB_200_2011/CUB_200_2011/images/160.Black_throated_Blue_Warbler/Black_Throated_Blue_Warbler_0063_161213.jpg,159
./datasets/CUB_200_2011/CUB_200_2011/images/178.Swainson_Warbler/Swainson_Warbler_0018_174715.jpg,177
./datasets/CUB_200_2011/CUB_200_2011/images/111.Loggerhead_Shrike/Loggerhead_Shrike_0090_106461.jpg,110
./datasets/CUB_200_2011/CUB_200_2011/images/199.Winter_Wren/Winter_Wren_0051_189990.jpg,198
./datasets/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0002_36648.jpg,53
./datasets/CUB_200_2011/CUB_200_2011/images/062.Herring_Gull/Herring_Gull_0027_46389.jpg,61
./datasets/CUB_200_2011/CUB_200_2011/images/162.Canada_Warbler/Canada_Warbler_0080_162392.jpg,161
./datasets/CUB_200_2011/CUB_200_2011/images/031.Black_billed_Cuckoo/Black_Billed_Cuckoo_0019_795329.jpg,30
./datasets/CUB_200_2011/CUB_200_2011/images/069.Rufous_Hummingbird/Rufous_Hummingbird_0095_60360.jpg,68
./datasets/CUB_200_2011/CUB_200_2011/images/024.Red_faced_Cormorant/Red_Faced_Cormorant_0023_796328.jpg,23
./datasets/CUB_200_2011/CUB_200_2011/images/199.Winter_Wren/Winter_Wren_0095_189985.jpg,198
./datasets/CUB_200_2011/CUB_200_2011/images/063.Ivory_Gull/Ivory_Gull_0026_49466.jpg,62
./datasets/CUB_200_2011/CUB_200_2011/images/182.Yellow_Warbler/Yellow_Warbler_0043_176247.jpg,181
./datasets/CUB_200_2011/CUB_200_2011/images/142.Black_Tern/Black_Tern_0073_144638.jpg,141
./datasets/CUB_200_2011/CUB_200_2011/images/197.Marsh_Wren/Marsh_Wren_0053_188276.jpg,196
./datasets/CUB_200_2011/CUB_200_2011/images/061.Heermann_Gull/Heermann_Gull_0009_45905.jpg,60
./datasets/CUB_200_2011/CUB_200_2011/images/034.Gray_crowned_Rosy_Finch/Gray_Crowned_Rosy_Finch_0019_27192.jpg,33
./datasets/CUB_200_2011/CUB_200_2011/images/106.Horned_Puffin/Horned_Puffin_0068_100872.jpg,105
./datasets/CUB_200_2011/CUB_200_2011/images/072.Pomarine_Jaeger/Pomarine_Jaeger_0023_61431.jpg,71
./datasets/CUB_200_2011/CUB_200_2011/images/036.Northern_Flicker/Northern_Flicker_0085_28378.jpg,35
./datasets/CUB_200_2011/CUB_200_2011/images/141.Artic_Tern/Artic_Tern_0124_142121.jpg,140
./datasets/CUB_200_2011/CUB_200_2011/images/094.White_breasted_Nuthatch/White_Breasted_Nuthatch_0092_86016.jpg,93
./datasets/CUB_200_2011/CUB_200_2011/images/075.Green_Jay/Green_Jay_0020_66168.jpg,74
./datasets/CUB_200_2011/CUB_200_2011/images/195.Carolina_Wren/Carolina_Wren_0058_186409.jpg,194
./datasets/CUB_200_2011/CUB_200_2011/images/073.Blue_Jay/Blue_Jay_0081_61714.jpg,72
./datasets/CUB_200_2011/CUB_200_2011/images/174.Palm_Warbler/Palm_Warbler_0067_169318.jpg,173
./datasets/CUB_200_2011/CUB_200_2011/images/150.Sage_Thrasher/Sage_Thrasher_0038_155498.jpg,149
./datasets/CUB_200_2011/CUB_200_2011/images/138.Tree_Swallow/Tree_Swallow_0069_135148.jpg,137
./datasets/CUB_200_2011/CUB_200_2011/images/102.Western_Wood_Pewee/Western_Wood_Pewee_0054_97982.jpg,101
./datasets/CUB_200_2011/CUB_200_2011/images/067.Anna_Hummingbird/Anna_Hummingbird_0038_57036.jpg,66
./datasets/CUB_200_2011/CUB_200_2011/images/087.Mallard/Mallard_0071_76940.jpg,86
./datasets/CUB_200_2011/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0087_794693.jpg,47
./datasets/CUB_200_2011/CUB_200_2011/images/143.Caspian_Tern/Caspian_Tern_0079_145777.jpg,142
./datasets/CUB_200_2011/CUB_200_2011/images/009.Brewer_Blackbird/Brewer_Blackbird_0112_2340.jpg,8
./datasets/CUB_200_2011/CUB_200_2011/images/106.Horned_Puffin/Horned_Puffin_0059_100925.jpg,105
./datasets/CUB_200_2011/CUB_200_2011/images/098.Scott_Oriole/Scott_Oriole_0034_795813.jpg,97
./datasets/CUB_200_2011/CUB_200_2011/images/091.Mockingbird/Mockingbird_0025_79935.jpg,90
./datasets/CUB_200_2011/CUB_200_2011/images/033.Yellow_billed_Cuckoo/Yellow_Billed_Cuckoo_0023_26637.jpg,32
./datasets/CUB_200_2011/CUB_200_2011/images/098.Scott_Oriole/Scott_Oriole_0040_795839.jpg,97
./datasets/CUB_200_2011/CUB_200_2011/images/096.Hooded_Oriole/Hooded_Oriole_0063_90976.jpg,95
./datasets/CUB_200_2011/CUB_200_2011/images/045.Northern_Fulmar/Northern_Fulmar_0056_43880.jpg,44
./datasets/CUB_200_2011/CUB_200_2011/images/054.Blue_Grosbeak/Blue_Grosbeak_0078_36655.jpg,53
./datasets/CUB_200_2011/CUB_200_2011/images/078.Gray_Kingbird/Gray_Kingbird_0009_795023.jpg,77
./datasets/CUB_200_2011/CUB_200_2011/images/064.Ring_billed_Gull/Ring_Billed_Gull_0093_51303.jpg,63
./datasets/CUB_200_2011/CUB_200_2011/images/078.Gray_Kingbird/Gray_Kingbird_0040_70313.jpg,77
./datasets/CUB_200_2011/CUB_200_2011/images/176.Prairie_Warbler/Prairie_Warbler_0052_173400.jpg,175
./datasets/CUB_200_2011/CUB_200_2011/images/001.Black_footed_Albatross/Black_Footed_Albatross_0019_796104.jpg,0
./datasets/CUB_200_2011/CUB_200_2011/images/148.Green_tailed_Towhee/Green_Tailed_Towhee_0070_154844.jpg,147
./datasets/CUB_200_2011/CUB_200_2011/images/184.Louisiana_Waterthrush/Louisiana_Waterthrush_0081_795283.jpg,183
./datasets/CUB_200_2011/CUB_200_2011/images/100.Brown_Pelican/Brown_Pelican_0102_93727.jpg,99
./datasets/CUB_200_2011/CUB_200_2011/images/039.Least_Flycatcher/Least_Flycatcher_0050_30189.jpg,38
./datasets/CUB_200_2011/CUB_200_2011/images/086.Pacific_Loon/Pacific_Loon_0065_75588.jpg,85
./datasets/CUB_200_2011/CUB_200_2011/images/086.Pacific_Loon/Pacific_Loon_0022_75405.jpg,85
./datasets/CUB_200_2011/CUB_200_2011/images/159.Black_and_white_Warbler/Black_And_White_Warbler_0070_160354.jpg,158
./datasets/CUB_200_2011/CUB_200_2011/images/048.European_Goldfinch/European_Goldfinch_0022_794674.jpg,47
./datasets/CUB_200_2011/CUB_200_2011/images/020.Yellow_breasted_Chat/Yellow_Breasted_Chat_0061_21967.jpg,19
./datasets/CUB_200_2011/CUB_200_2011/images/069.Rufous_Hummingbird/Rufous_Hummingbird_0037_60415.jpg,68
